citation_link,link,method,similarity_link,source,source_case_topic,target,Similarity Type,Similarity Method,Model
False,62016CJ0210-62014CJ0230,jaccard,True,62016CJ0210,data protection,62014CJ0230,Syntactic,Index,Jaccard Distance
False,62016CJ0210-62017CJ0025,jaccard,True,62016CJ0210,data protection,62017CJ0025,Syntactic,Index,Jaccard Distance
False,62016CJ0210-62012CJ0131,jaccard,True,62016CJ0210,data protection,62012CJ0131,Syntactic,Index,Jaccard Distance
False,62016CJ0210-62017CJ0040,jaccard,True,62016CJ0210,data protection,62017CJ0040,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62014CJ0419,jaccard,True,62012CJ0293,data protection,62014CJ0419,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62011CJ0300,jaccard,True,62012CJ0293,data protection,62011CJ0300,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62018CJ0220,jaccard,True,62012CJ0293,data protection,62018CJ0220,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62007CO0557,jaccard,True,62012CJ0293,data protection,62007CO0557,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62014CJ0477,jaccard,True,62012CJ0293,data protection,62014CJ0477,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62016CJ0210,jaccard,True,62012CJ0293,data protection,62016CJ0210,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62006CJ0524,jaccard,True,62012CJ0293,data protection,62006CJ0524,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62016CJ0018,jaccard,True,62012CJ0293,data protection,62016CJ0018,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62001CJ0101,jaccard,True,62012CJ0293,data protection,62001CJ0101,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62015CJ0360,jaccard,True,62012CJ0293,data protection,62015CJ0360,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62012CJ0131,jaccard,True,62012CJ0293,data protection,62012CJ0131,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62018CJ0216,jaccard,True,62012CJ0293,data protection,62018CJ0216,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62016CJ0073,jaccard,True,62012CJ0293,data protection,62016CJ0073,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62015CJ0601,jaccard,True,62012CJ0293,data protection,62015CJ0601,Syntactic,Index,Jaccard Distance
True,62012CJ0293-62009CJ0092,jaccard,True,62012CJ0293,data protection,62009CJ0092,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62006CJ0275,jaccard,True,62012CJ0293,data protection,62006CJ0275,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62014CJ0362,jaccard,True,62012CJ0293,data protection,62014CJ0362,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62010CJ0461,jaccard,True,62012CJ0293,data protection,62010CJ0461,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62006CJ0301,jaccard,True,62012CJ0293,data protection,62006CJ0301,Syntactic,Index,Jaccard Distance
False,62012CJ0293-62015CJ0203,jaccard,True,62012CJ0293,data protection,62015CJ0203,Syntactic,Index,Jaccard Distance
False,62004CO0317-62003CJ0013,jaccard,True,62004CO0317,data protection,62003CJ0013,Syntactic,Index,Jaccard Distance
False,62004CO0317-62006CJ0133,jaccard,True,62004CO0317,data protection,62006CJ0133,Syntactic,Index,Jaccard Distance
False,62004CO0317-62004CJ0066,jaccard,True,62004CO0317,data protection,62004CJ0066,Syntactic,Index,Jaccard Distance
False,62004CO0317-62003CJ0532,jaccard,True,62004CO0317,data protection,62003CJ0532,Syntactic,Index,Jaccard Distance
False,62004CO0317-61996CJ0170,jaccard,True,62004CO0317,data protection,61996CJ0170,Syntactic,Index,Jaccard Distance
False,62004CO0317-62000CJ0378,jaccard,True,62004CO0317,data protection,62000CJ0378,Syntactic,Index,Jaccard Distance
False,62004CO0317-62000CO0445(01),jaccard,True,62004CO0317,data protection,62000CO0445(01),Syntactic,Index,Jaccard Distance
False,62004CO0317-62002CJ0211,jaccard,True,62004CO0317,data protection,62002CJ0211,Syntactic,Index,Jaccard Distance
False,62004CO0317-62003CO0224,jaccard,True,62004CO0317,data protection,62003CO0224,Syntactic,Index,Jaccard Distance
False,62004CO0317-62004CJ0036,jaccard,True,62004CO0317,data protection,62004CJ0036,Syntactic,Index,Jaccard Distance
False,62004CO0317-62003CJ0436,jaccard,True,62004CO0317,data protection,62003CJ0436,Syntactic,Index,Jaccard Distance
False,62004CO0317-62001CJ0362,jaccard,True,62004CO0317,data protection,62001CJ0362,Syntactic,Index,Jaccard Distance
False,62004CO0317-62003CJ0349,jaccard,True,62004CO0317,data protection,62003CJ0349,Syntactic,Index,Jaccard Distance
False,62004CO0317-62003CJ0205,jaccard,True,62004CO0317,data protection,62003CJ0205,Syntactic,Index,Jaccard Distance
False,62004CO0317-62003CJ0160,jaccard,True,62004CO0317,data protection,62003CJ0160,Syntactic,Index,Jaccard Distance
False,62004CO0317-62003CJ0091,jaccard,True,62004CO0317,data protection,62003CJ0091,Syntactic,Index,Jaccard Distance
False,62004CO0317-62001CJ0475,jaccard,True,62004CO0317,data protection,62001CJ0475,Syntactic,Index,Jaccard Distance
False,62004CO0317-62004CJ0217,jaccard,True,62004CO0317,data protection,62004CJ0217,Syntactic,Index,Jaccard Distance
True,62004CO0317-62007CO0073,jaccard,True,62004CO0317,data protection,62007CO0073,Syntactic,Index,Jaccard Distance
False,62004CO0317-62004CO0318,jaccard,True,62004CO0317,data protection,62004CO0318,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62012CJ0131,jaccard,True,62016CJ0013,data protection,62012CJ0131,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62017CJ0496,jaccard,True,62016CJ0013,data protection,62017CJ0496,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62012CJ0141,jaccard,True,62016CJ0013,data protection,62012CJ0141,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62010CJ0461,jaccard,True,62016CJ0013,data protection,62010CJ0461,Syntactic,Index,Jaccard Distance
True,62016CJ0013-62012CJ0473,jaccard,True,62016CJ0013,data protection,62012CJ0473,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62012CJ0291,jaccard,True,62016CJ0013,data protection,62012CJ0291,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62017CJ0025,jaccard,True,62016CJ0013,data protection,62017CJ0025,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62007CJ0073,jaccard,True,62016CJ0013,data protection,62007CJ0073,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62016CJ0210,jaccard,True,62016CJ0013,data protection,62016CJ0210,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62012CJ0342,jaccard,True,62016CJ0013,data protection,62012CJ0342,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62016CJ0434,jaccard,True,62016CJ0013,data protection,62016CJ0434,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62007CJ0553,jaccard,True,62016CJ0013,data protection,62007CJ0553,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62013CJ0580,jaccard,True,62016CJ0013,data protection,62013CJ0580,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62016CJ0073,jaccard,True,62016CJ0013,data protection,62016CJ0073,Syntactic,Index,Jaccard Distance
True,62016CJ0013-62013CJ0212,jaccard,True,62016CJ0013,data protection,62013CJ0212,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62015CJ0398,jaccard,True,62016CJ0013,data protection,62015CJ0398,Syntactic,Index,Jaccard Distance
True,62016CJ0013-62017CJ0040,jaccard,True,62016CJ0013,data protection,62017CJ0040,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62014CJ0201,jaccard,True,62016CJ0013,data protection,62014CJ0201,Syntactic,Index,Jaccard Distance
False,62016CJ0013-62017CJ0345,jaccard,True,62016CJ0013,data protection,62017CJ0345,Syntactic,Index,Jaccard Distance
True,62016CJ0013-62014CJ0582,jaccard,True,62016CJ0013,data protection,62014CJ0582,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62009CJ0176,jaccard,True,62006CJ0301,data protection,62009CJ0176,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62007CJ0166,jaccard,True,62006CJ0301,data protection,62007CJ0166,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62001CJ0338,jaccard,True,62006CJ0301,data protection,62001CJ0338,Syntactic,Index,Jaccard Distance
True,62006CJ0301-62005CJ0091,jaccard,True,62006CJ0301,data protection,62005CJ0091,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62007CJ0518,jaccard,True,62006CJ0301,data protection,62007CJ0518,Syntactic,Index,Jaccard Distance
True,62006CJ0301-62003CJ0380,jaccard,True,62006CJ0301,data protection,62003CJ0380,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62006CJ0275,jaccard,True,62006CJ0301,data protection,62006CJ0275,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62005CJ0077,jaccard,True,62006CJ0301,data protection,62005CJ0077,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62008CJ0058,jaccard,True,62006CJ0301,data protection,62008CJ0058,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62007CJ0370,jaccard,True,62006CJ0301,data protection,62007CJ0370,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62004CJ0066,jaccard,True,62006CJ0301,data protection,62004CJ0066,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62003CJ0176,jaccard,True,62006CJ0301,data protection,62003CJ0176,Syntactic,Index,Jaccard Distance
True,62006CJ0301-62005CJ0440,jaccard,True,62006CJ0301,data protection,62005CJ0440,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62006CJ0411,jaccard,True,62006CJ0301,data protection,62006CJ0411,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62005CJ0137,jaccard,True,62006CJ0301,data protection,62005CJ0137,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62004CJ0217,jaccard,True,62006CJ0301,data protection,62004CJ0217,Syntactic,Index,Jaccard Distance
True,62006CJ0301-62008CJ0482,jaccard,True,62006CJ0301,data protection,62008CJ0482,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62003CJ0533,jaccard,True,62006CJ0301,data protection,62003CJ0533,Syntactic,Index,Jaccard Distance
True,62006CJ0301-62004CJ0317,jaccard,True,62006CJ0301,data protection,62004CJ0317,Syntactic,Index,Jaccard Distance
False,62006CJ0301-62012CJ0293,jaccard,True,62006CJ0301,data protection,62012CJ0293,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62014CJ0395,jaccard,True,62009CJ0543,data protection,62014CJ0395,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62015CJ0028,jaccard,True,62009CJ0543,data protection,62015CJ0028,Syntactic,Index,Jaccard Distance
True,62009CJ0543-62007CJ0424,jaccard,True,62009CJ0543,data protection,62007CJ0424,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62005CJ0380,jaccard,True,62009CJ0543,data protection,62005CJ0380,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62008CJ0058,jaccard,True,62009CJ0543,data protection,62008CJ0058,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62004CJ0438,jaccard,True,62009CJ0543,data protection,62004CJ0438,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62014CJ0397,jaccard,True,62009CJ0543,data protection,62014CJ0397,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62010CJ0070,jaccard,True,62009CJ0543,data protection,62010CJ0070,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62014CJ0085,jaccard,True,62009CJ0543,data protection,62014CJ0085,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62003CJ0327,jaccard,True,62009CJ0543,data protection,62003CJ0327,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62007CJ0336,jaccard,True,62009CJ0543,data protection,62007CJ0336,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62007CJ0152,jaccard,True,62009CJ0543,data protection,62007CJ0152,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62008CJ0317,jaccard,True,62009CJ0543,data protection,62008CJ0317,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62008CJ0192,jaccard,True,62009CJ0543,data protection,62008CJ0192,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62005CJ0426,jaccard,True,62009CJ0543,data protection,62005CJ0426,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62006CJ0262,jaccard,True,62009CJ0543,data protection,62006CJ0262,Syntactic,Index,Jaccard Distance
True,62009CJ0543-62003CJ0109,jaccard,True,62009CJ0543,data protection,62003CJ0109,Syntactic,Index,Jaccard Distance
True,62009CJ0543-62008CJ0522,jaccard,True,62009CJ0543,data protection,62008CJ0522,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62010CJ0016,jaccard,True,62009CJ0543,data protection,62010CJ0016,Syntactic,Index,Jaccard Distance
False,62009CJ0543-62015CJ0536,jaccard,True,62009CJ0543,data protection,62015CJ0536,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62013CJ0549,jaccard,True,62012CJ0119,data protection,62013CJ0549,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62017CJ0332,jaccard,True,62012CJ0119,data protection,62017CJ0332,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62007CJ0073,jaccard,True,62012CJ0119,data protection,62007CJ0073,Syntactic,Index,Jaccard Distance
True,62012CJ0119-62006CJ0275,jaccard,True,62012CJ0119,data protection,62006CJ0275,Syntactic,Index,Jaccard Distance
True,62012CJ0119-62010CJ0016,jaccard,True,62012CJ0119,data protection,62010CJ0016,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62014CJ0397,jaccard,True,62012CJ0119,data protection,62014CJ0397,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62015CJ0368,jaccard,True,62012CJ0119,data protection,62015CJ0368,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62013CJ0337,jaccard,True,62012CJ0119,data protection,62013CJ0337,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62014CJ0326,jaccard,True,62012CJ0119,data protection,62014CJ0326,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62012CJ0473,jaccard,True,62012CJ0119,data protection,62012CJ0473,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62016CJ0210,jaccard,True,62012CJ0119,data protection,62016CJ0210,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62010CJ0360,jaccard,True,62012CJ0119,data protection,62010CJ0360,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62014CJ0395,jaccard,True,62012CJ0119,data protection,62014CJ0395,Syntactic,Index,Jaccard Distance
True,62012CJ0119-62011CJ0049,jaccard,True,62012CJ0119,data protection,62011CJ0049,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62015CJ0536,jaccard,True,62012CJ0119,data protection,62015CJ0536,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62009CJ0543,jaccard,True,62012CJ0119,data protection,62009CJ0543,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62007CO0557,jaccard,True,62012CJ0119,data protection,62007CO0557,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62014CJ0582,jaccard,True,62012CJ0119,data protection,62014CJ0582,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62012CJ0342,jaccard,True,62012CJ0119,data protection,62012CJ0342,Syntactic,Index,Jaccard Distance
False,62012CJ0119-62010CJ0461,jaccard,True,62012CJ0119,data protection,62010CJ0461,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62007CJ0033,jaccard,True,62012CJ0446,data protection,62007CJ0033,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62011CJ0249,jaccard,True,62012CJ0446,data protection,62011CJ0249,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62016CJ0403,jaccard,True,62012CJ0446,data protection,62016CJ0403,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62014CJ0038,jaccard,True,62012CJ0446,data protection,62014CJ0038,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62017CJ0582,jaccard,True,62012CJ0446,data protection,62017CJ0582,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62010CJ0434,jaccard,True,62012CJ0446,data protection,62010CJ0434,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62016CJ0184,jaccard,True,62012CJ0446,data protection,62016CJ0184,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62013CJ0101,jaccard,True,62012CJ0446,data protection,62013CJ0101,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62015CJ0182,jaccard,True,62012CJ0446,data protection,62015CJ0182,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62008CJ0123,jaccard,True,62012CJ0446,data protection,62008CJ0123,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62005CJ0137,jaccard,True,62012CJ0446,data protection,62005CJ0137,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62017CJ0246,jaccard,True,62012CJ0446,data protection,62017CJ0246,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62006CJ0524,jaccard,True,62012CJ0446,data protection,62006CJ0524,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62015CJ0161,jaccard,True,62012CJ0446,data protection,62015CJ0161,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62010CJ0430,jaccard,True,62012CJ0446,data protection,62010CJ0430,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62017CJ0221,jaccard,True,62012CJ0446,data protection,62017CJ0221,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62016CJ0193,jaccard,True,62012CJ0446,data protection,62016CJ0193,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62012CJ0141,jaccard,True,62012CJ0446,data protection,62012CJ0141,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62013CJ0554,jaccard,True,62012CJ0446,data protection,62013CJ0554,Syntactic,Index,Jaccard Distance
False,62012CJ0446-62012CJ0291,jaccard,True,62012CJ0446,data protection,62012CJ0291,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62016CJ0434,jaccard,True,62014CJ0230,data protection,62016CJ0434,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62015CJ0342,jaccard,True,62014CJ0230,data protection,62015CJ0342,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62015CJ0191,jaccard,True,62014CJ0230,data protection,62015CJ0191,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62013CJ0212,jaccard,True,62014CJ0230,data protection,62013CJ0212,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62012CJ0342,jaccard,True,62014CJ0230,data protection,62012CJ0342,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62012CJ0475,jaccard,True,62014CJ0230,data protection,62012CJ0475,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62012CJ0473,jaccard,True,62014CJ0230,data protection,62012CJ0473,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62014CJ0419,jaccard,True,62014CJ0230,data protection,62014CJ0419,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62014CJ0582,jaccard,True,62014CJ0230,data protection,62014CJ0582,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62007CJ0073,jaccard,True,62014CJ0230,data protection,62007CJ0073,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62016CJ0073,jaccard,True,62014CJ0230,data protection,62016CJ0073,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62014CJ0362,jaccard,True,62014CJ0230,data protection,62014CJ0362,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62014CJ0201,jaccard,True,62014CJ0230,data protection,62014CJ0201,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62015CJ0398,jaccard,True,62014CJ0230,data protection,62015CJ0398,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62017CJ0025,jaccard,True,62014CJ0230,data protection,62017CJ0025,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62017CJ0040,jaccard,True,62014CJ0230,data protection,62017CJ0040,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62017CJ0345,jaccard,True,62014CJ0230,data protection,62017CJ0345,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62007CJ0518,jaccard,True,62014CJ0230,data protection,62007CJ0518,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62012CJ0131,jaccard,True,62014CJ0230,data protection,62012CJ0131,Syntactic,Index,Jaccard Distance
False,62014CJ0230-62016CJ0210,jaccard,True,62014CJ0230,data protection,62016CJ0210,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62008CJ0028,jaccard,True,62015CJ0398,data protection,62008CJ0028,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62017CJ0496,jaccard,True,62015CJ0398,data protection,62017CJ0496,Syntactic,Index,Jaccard Distance
True,62015CJ0398-62014CJ0362,jaccard,True,62015CJ0398,data protection,62014CJ0362,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62012CJ0473,jaccard,True,62015CJ0398,data protection,62012CJ0473,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62007CJ0073,jaccard,True,62015CJ0398,data protection,62007CJ0073,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62006CJ0524,jaccard,True,62015CJ0398,data protection,62006CJ0524,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62016CJ0210,jaccard,True,62015CJ0398,data protection,62016CJ0210,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62012CJ0141,jaccard,True,62015CJ0398,data protection,62012CJ0141,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62012CJ0342,jaccard,True,62015CJ0398,data protection,62012CJ0342,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62013CJ0212,jaccard,True,62015CJ0398,data protection,62013CJ0212,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62007CJ0553,jaccard,True,62015CJ0398,data protection,62007CJ0553,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62016CJ0013,jaccard,True,62015CJ0398,data protection,62016CJ0013,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62017CJ0345,jaccard,True,62015CJ0398,data protection,62017CJ0345,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62017CJ0025,jaccard,True,62015CJ0398,data protection,62017CJ0025,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62017CJ0040,jaccard,True,62015CJ0398,data protection,62017CJ0040,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62014CJ0201,jaccard,True,62015CJ0398,data protection,62014CJ0201,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62016CJ0434,jaccard,True,62015CJ0398,data protection,62016CJ0434,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62014CJ0582,jaccard,True,62015CJ0398,data protection,62014CJ0582,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62016CJ0073,jaccard,True,62015CJ0398,data protection,62016CJ0073,Syntactic,Index,Jaccard Distance
False,62015CJ0398-62012CJ0131,jaccard,True,62015CJ0398,data protection,62012CJ0131,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62007CJ0073,jaccard,True,62016CJ0434,data protection,62007CJ0073,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62014CJ0362,jaccard,True,62016CJ0434,data protection,62014CJ0362,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62016CJ0015,jaccard,True,62016CJ0434,data protection,62016CJ0015,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62006CJ0524,jaccard,True,62016CJ0434,data protection,62006CJ0524,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62017CJ0496,jaccard,True,62016CJ0434,data protection,62017CJ0496,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62012CJ0473,jaccard,True,62016CJ0434,data protection,62012CJ0473,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62017CJ0025,jaccard,True,62016CJ0434,data protection,62017CJ0025,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62013CJ0212,jaccard,True,62016CJ0434,data protection,62013CJ0212,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62012CJ0342,jaccard,True,62016CJ0434,data protection,62012CJ0342,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62016CJ0210,jaccard,True,62016CJ0434,data protection,62016CJ0210,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62016CJ0013,jaccard,True,62016CJ0434,data protection,62016CJ0013,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62017CJ0345,jaccard,True,62016CJ0434,data protection,62017CJ0345,Syntactic,Index,Jaccard Distance
True,62016CJ0434-62014CJ0582,jaccard,True,62016CJ0434,data protection,62014CJ0582,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62017CJ0040,jaccard,True,62016CJ0434,data protection,62017CJ0040,Syntactic,Index,Jaccard Distance
True,62016CJ0434-62007CJ0553,jaccard,True,62016CJ0434,data protection,62007CJ0553,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62012CJ0131,jaccard,True,62016CJ0434,data protection,62012CJ0131,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62014CJ0201,jaccard,True,62016CJ0434,data protection,62014CJ0201,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62015CJ0398,jaccard,True,62016CJ0434,data protection,62015CJ0398,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62016CJ0073,jaccard,True,62016CJ0434,data protection,62016CJ0073,Syntactic,Index,Jaccard Distance
False,62016CJ0434-62012CJ0141,jaccard,True,62016CJ0434,data protection,62012CJ0141,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62015CJ0424,jaccard,True,62015CJ0536,data protection,62015CJ0424,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62004CJ0438,jaccard,True,62015CJ0536,data protection,62004CJ0438,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62012CJ0119,jaccard,True,62015CJ0536,data protection,62012CJ0119,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62015CJ0002,jaccard,True,62015CJ0536,data protection,62015CJ0002,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62012CJ0475,jaccard,True,62015CJ0536,data protection,62012CJ0475,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62014CJ0582,jaccard,True,62015CJ0536,data protection,62014CJ0582,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62014CJ0395,jaccard,True,62015CJ0536,data protection,62014CJ0395,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62013CJ0222,jaccard,True,62015CJ0536,data protection,62013CJ0222,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62015CJ0327,jaccard,True,62015CJ0536,data protection,62015CJ0327,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62013CJ0282,jaccard,True,62015CJ0536,data protection,62013CJ0282,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62014CJ0003,jaccard,True,62015CJ0536,data protection,62014CJ0003,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62017CJ0298,jaccard,True,62015CJ0536,data protection,62017CJ0298,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62014CJ0001,jaccard,True,62015CJ0536,data protection,62014CJ0001,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62014CJ0397,jaccard,True,62015CJ0536,data protection,62014CJ0397,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62015CJ0028,jaccard,True,62015CJ0536,data protection,62015CJ0028,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62014CJ0326,jaccard,True,62015CJ0536,data protection,62014CJ0326,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62010CJ0016,jaccard,True,62015CJ0536,data protection,62010CJ0016,Syntactic,Index,Jaccard Distance
False,62015CJ0536-62014CJ0085,jaccard,True,62015CJ0536,data protection,62014CJ0085,Syntactic,Index,Jaccard Distance
