,source,target,method,citation_link,source_case_topic,link,Similarity Type,Similarity Method,Model
436,62016CJ0519,62014CJ0352,Law2Vec-200-WMD,False,public health,62016CJ051962014CJ0352,Semantic,Word Mover's Distance,Law2Vec Embeddings
437,62016CJ0519,62009CJ0241,Law2Vec-200-WMD,False,public health,62016CJ051962009CJ0241,Semantic,Word Mover's Distance,Law2Vec Embeddings
438,62016CJ0519,62018CJ0014,Law2Vec-200-WMD,False,public health,62016CJ051962018CJ0014,Semantic,Word Mover's Distance,Law2Vec Embeddings
439,62016CJ0519,62013CJ0124,Law2Vec-200-WMD,False,public health,62016CJ051962013CJ0124,Semantic,Word Mover's Distance,Law2Vec Embeddings
440,62016CJ0519,62012CJ0543,GoogleNews_300,False,public health,62016CJ051962012CJ0543,Semantic,Cosine Similarity,GoogleNews Embeddings
441,62016CJ0519,62012CJ0512,GoogleNews_300,False,public health,62016CJ051962012CJ0512,Semantic,Cosine Similarity,GoogleNews Embeddings
442,62016CJ0519,62014CJ0396,GoogleNews_300,False,public health,62016CJ051962014CJ0396,Semantic,Cosine Similarity,GoogleNews Embeddings
443,62016CJ0519,62016CJ0453,GoogleNews_300,False,public health,62016CJ051962016CJ0453,Semantic,Cosine Similarity,GoogleNews Embeddings
444,62016CJ0519,62015CJ0432,GoogleNews_300,False,public health,62016CJ051962015CJ0432,Semantic,Cosine Similarity,GoogleNews Embeddings
445,62016CJ0519,62010CJ0196,GoogleNews-300-WMD,False,public health,62016CJ051962010CJ0196,Semantic,Word Mover's Distance,GoogleNews Embeddings
446,62016CJ0519,62015CJ0212,GoogleNews-300-WMD,False,public health,62016CJ051962015CJ0212,Semantic,Word Mover's Distance,GoogleNews Embeddings
447,62016CJ0519,62006CJ0103,GoogleNews-300-WMD,False,public health,62016CJ051962006CJ0103,Semantic,Word Mover's Distance,GoogleNews Embeddings
448,62016CJ0519,61997CJ0253,GoogleNews-300-WMD,False,public health,62016CJ051961997CJ0253,Semantic,Word Mover's Distance,GoogleNews Embeddings
449,62016CJ0519,61994CJ0335,GoogleNews-300-WMD,False,public health,62016CJ051961994CJ0335,Semantic,Word Mover's Distance,GoogleNews Embeddings
450,62016CJ0434,62015CJ0398,tfidf-quintgram-nostem,False,data protection,62016CJ043462015CJ0398,Syntactic,Index,TF-IDF Quintgrams
451,62016CJ0434,62012CJ0141,tfidf-quintgram-nostem,False,data protection,62016CJ043462012CJ0141,Syntactic,Index,TF-IDF Quintgrams
452,62016CJ0434,62012CJ0131,tfidf-quintgram-nostem,False,data protection,62016CJ043462012CJ0131,Syntactic,Index,TF-IDF Quintgrams
453,62016CJ0434,62016CJ0073,tfidf-quintgram-nostem,False,data protection,62016CJ043462016CJ0073,Syntactic,Index,TF-IDF Quintgrams
454,62016CJ0434,62014CJ0201,tfidf-quintgram-nostem,False,data protection,62016CJ043462014CJ0201,Syntactic,Index,TF-IDF Quintgrams
455,62016CJ0434,62007CJ0553,tfidf-nostem,True,data protection,62016CJ043462007CJ0553,Syntactic,Index,TF-IDF
456,62016CJ0434,62010CJ0468,tfidf-nostem,False,data protection,62016CJ043462010CJ0468,Syntactic,Index,TF-IDF
457,62016CJ0434,62014CJ0201,tfidf-nostem,False,data protection,62016CJ043462014CJ0201,Syntactic,Index,TF-IDF
458,62016CJ0434,62012CJ0141,tfidf-nostem,False,data protection,62016CJ043462012CJ0141,Syntactic,Index,TF-IDF
459,62016CJ0434,62013CJ0212,tfidf-nostem,False,data protection,62016CJ043462013CJ0212,Syntactic,Index,TF-IDF
460,62016CJ0434,62014CJ0322,law2vec_200,False,data protection,62016CJ043462014CJ0322,Semantic,Cosine Similarity,Law2Vec Embeddings
461,62016CJ0434,62014CJ0184,law2vec_200,False,data protection,62016CJ043462014CJ0184,Semantic,Cosine Similarity,Law2Vec Embeddings
462,62016CJ0434,62013CJ0201,law2vec_200,False,data protection,62016CJ043462013CJ0201,Semantic,Cosine Similarity,Law2Vec Embeddings
463,62016CJ0434,62016CJ0439,law2vec_200,False,data protection,62016CJ043462016CJ0439,Semantic,Cosine Similarity,Law2Vec Embeddings
464,62016CJ0434,62015CJ0658,law2vec_200,False,data protection,62016CJ043462015CJ0658,Semantic,Cosine Similarity,Law2Vec Embeddings
465,62016CJ0434,62012CJ0141,jaccard,False,data protection,62016CJ043462012CJ0141,Syntactic,Index,Jaccard Distance
466,62016CJ0434,62016CJ0073,jaccard,False,data protection,62016CJ043462016CJ0073,Syntactic,Index,Jaccard Distance
467,62016CJ0434,62015CJ0398,jaccard,False,data protection,62016CJ043462015CJ0398,Syntactic,Index,Jaccard Distance
468,62016CJ0434,62014CJ0201,jaccard,False,data protection,62016CJ043462014CJ0201,Syntactic,Index,Jaccard Distance
469,62016CJ0434,62012CJ0131,jaccard,False,data protection,62016CJ043462012CJ0131,Syntactic,Index,Jaccard Distance
470,62016CJ0434,62015CJ0414,doc2vec_256_e30,False,data protection,62016CJ043462015CJ0414,Semantic,Cosine Similarity,Doc2Vec Embeddings
471,62016CJ0434,62013CJ0673,doc2vec_256_e30,False,data protection,62016CJ043462013CJ0673,Semantic,Cosine Similarity,Doc2Vec Embeddings
472,62016CJ0434,62016CJ0103,doc2vec_256_e30,False,data protection,62016CJ043462016CJ0103,Semantic,Cosine Similarity,Doc2Vec Embeddings
473,62016CJ0434,62012CJ0131,doc2vec_256_e30,False,data protection,62016CJ043462012CJ0131,Semantic,Cosine Similarity,Doc2Vec Embeddings
474,62016CJ0434,62017CJ0681,doc2vec_256_e30,False,data protection,62016CJ043462017CJ0681,Semantic,Cosine Similarity,Doc2Vec Embeddings
475,62016CJ0434,62014CJ0201,WMD_256_e30,False,data protection,62016CJ043462014CJ0201,Semantic,Word Mover's Distance,Doc2Vec Embeddings
476,62016CJ0434,62016CJ0013,WMD_256_e30,False,data protection,62016CJ043462016CJ0013,Semantic,Word Mover's Distance,Doc2Vec Embeddings
477,62016CJ0434,62017CJ0496,WMD_256_e30,False,data protection,62016CJ043462017CJ0496,Semantic,Word Mover's Distance,Doc2Vec Embeddings
478,62016CJ0434,62016CJ0298,WMD_256_e30,False,data protection,62016CJ043462016CJ0298,Semantic,Word Mover's Distance,Doc2Vec Embeddings
479,62016CJ0434,62016CJ0073,WMD_256_e30,False,data protection,62016CJ043462016CJ0073,Semantic,Word Mover's Distance,Doc2Vec Embeddings
480,62016CJ0434,62012CJ0141,Law2Vec-200-WMD,False,data protection,62016CJ043462012CJ0141,Semantic,Word Mover's Distance,Law2Vec Embeddings
481,62016CJ0434,62014CJ0201,Law2Vec-200-WMD,False,data protection,62016CJ043462014CJ0201,Semantic,Word Mover's Distance,Law2Vec Embeddings
482,62016CJ0434,62016CJ0013,Law2Vec-200-WMD,False,data protection,62016CJ043462016CJ0013,Semantic,Word Mover's Distance,Law2Vec Embeddings
483,62016CJ0434,62012CO0617,Law2Vec-200-WMD,False,data protection,62016CJ043462012CO0617,Semantic,Word Mover's Distance,Law2Vec Embeddings
484,62016CJ0434,62015CJ0203,Law2Vec-200-WMD,False,data protection,62016CJ043462015CJ0203,Semantic,Word Mover's Distance,Law2Vec Embeddings
485,62016CJ0434,62013CJ0399,GoogleNews_300,False,data protection,62016CJ043462013CJ0399,Semantic,Cosine Similarity,GoogleNews Embeddings
486,62016CJ0434,62013CJ0201,GoogleNews_300,False,data protection,62016CJ043462013CJ0201,Semantic,Cosine Similarity,GoogleNews Embeddings
487,62016CJ0434,62011CJ0471,GoogleNews_300,False,data protection,62016CJ043462011CJ0471,Semantic,Cosine Similarity,GoogleNews Embeddings
488,62016CJ0434,62015CJ0658,GoogleNews_300,False,data protection,62016CJ043462015CJ0658,Semantic,Cosine Similarity,GoogleNews Embeddings
489,62016CJ0434,62014CJ0322,GoogleNews_300,False,data protection,62016CJ043462014CJ0322,Semantic,Cosine Similarity,GoogleNews Embeddings
490,62016CJ0434,62007CO0463,GoogleNews-300-WMD,False,data protection,62016CJ043462007CO0463,Semantic,Word Mover's Distance,GoogleNews Embeddings
491,62016CJ0434,62001CJ0101,GoogleNews-300-WMD,False,data protection,62016CJ043462001CJ0101,Semantic,Word Mover's Distance,GoogleNews Embeddings
492,62016CJ0434,62007CJ0002,GoogleNews-300-WMD,False,data protection,62016CJ043462007CJ0002,Semantic,Word Mover's Distance,GoogleNews Embeddings
493,62016CJ0434,62007CO0464,GoogleNews-300-WMD,False,data protection,62016CJ043462007CO0464,Semantic,Word Mover's Distance,GoogleNews Embeddings
494,62016CJ0434,62001CJ0024,GoogleNews-300-WMD,False,data protection,62016CJ043462001CJ0024,Semantic,Word Mover's Distance,GoogleNews Embeddings
495,62016CJ0429,62016CJ0149,tfidf-quintgram-nostem,False,social policy,62016CJ042962016CJ0149,Syntactic,Index,TF-IDF Quintgrams
496,62016CJ0429,62017CJ0061,tfidf-quintgram-nostem,False,social policy,62016CJ042962017CJ0061,Syntactic,Index,TF-IDF Quintgrams
497,62016CJ0429,62008CJ0323,tfidf-quintgram-nostem,False,social policy,62016CJ042962008CJ0323,Syntactic,Index,TF-IDF Quintgrams
498,62016CJ0429,62014CJ0422,tfidf-quintgram-nostem,False,social policy,62016CJ042962014CJ0422,Syntactic,Index,TF-IDF Quintgrams
499,62016CJ0429,62013CJ0182,tfidf-quintgram-nostem,False,social policy,62016CJ042962013CJ0182,Syntactic,Index,TF-IDF Quintgrams
500,62016CJ0429,62016CJ0149,tfidf-nostem,False,social policy,62016CJ042962016CJ0149,Syntactic,Index,TF-IDF
501,62016CJ0429,62008CJ0323,tfidf-nostem,False,social policy,62016CJ042962008CJ0323,Syntactic,Index,TF-IDF
502,62016CJ0429,62003CJ0188,tfidf-nostem,False,social policy,62016CJ042962003CJ0188,Syntactic,Index,TF-IDF
503,62016CJ0429,62002CJ0055,tfidf-nostem,False,social policy,62016CJ042962002CJ0055,Syntactic,Index,TF-IDF
504,62016CJ0429,62014CJ0422,tfidf-nostem,False,social policy,62016CJ042962014CJ0422,Syntactic,Index,TF-IDF
505,62016CJ0429,62016CJ0403,law2vec_200,False,social policy,62016CJ042962016CJ0403,Semantic,Cosine Similarity,Law2Vec Embeddings
506,62016CJ0429,62015CJ0119,law2vec_200,False,social policy,62016CJ042962015CJ0119,Semantic,Cosine Similarity,Law2Vec Embeddings
507,62016CJ0429,62009CJ0410,law2vec_200,False,social policy,62016CJ042962009CJ0410,Semantic,Cosine Similarity,Law2Vec Embeddings
508,62016CJ0429,62016CO0639,law2vec_200,False,social policy,62016CJ042962016CO0639,Semantic,Cosine Similarity,Law2Vec Embeddings
509,62016CJ0429,62016CJ0037,law2vec_200,False,social policy,62016CJ042962016CJ0037,Semantic,Cosine Similarity,Law2Vec Embeddings
510,62016CJ0429,62016CJ0149,jaccard,False,social policy,62016CJ042962016CJ0149,Syntactic,Index,Jaccard Distance
511,62016CJ0429,62014CJ0422,jaccard,False,social policy,62016CJ042962014CJ0422,Syntactic,Index,Jaccard Distance
512,62016CJ0429,62017CJ0061,jaccard,False,social policy,62016CJ042962017CJ0061,Syntactic,Index,Jaccard Distance
513,62016CJ0429,62008CJ0323,jaccard,False,social policy,62016CJ042962008CJ0323,Syntactic,Index,Jaccard Distance
514,62016CJ0429,62014CJ0229,jaccard,False,social policy,62016CJ042962014CJ0229,Syntactic,Index,Jaccard Distance
515,62016CJ0429,62017CJ0433,doc2vec_256_e30,False,social policy,62016CJ042962017CJ0433,Semantic,Cosine Similarity,Doc2Vec Embeddings
516,62016CJ0429,62014CJ0584,doc2vec_256_e30,False,social policy,62016CJ042962014CJ0584,Semantic,Cosine Similarity,Doc2Vec Embeddings
517,62016CJ0429,62015CJ0119,doc2vec_256_e30,False,social policy,62016CJ042962015CJ0119,Semantic,Cosine Similarity,Doc2Vec Embeddings
518,62016CJ0429,62013CJ0171,doc2vec_256_e30,False,social policy,62016CJ042962013CJ0171,Semantic,Cosine Similarity,Doc2Vec Embeddings
519,62016CJ0429,62010CJ0490,doc2vec_256_e30,False,social policy,62016CJ042962010CJ0490,Semantic,Cosine Similarity,Doc2Vec Embeddings
520,62016CJ0429,62016CJ0149,WMD_256_e30,False,social policy,62016CJ042962016CJ0149,Semantic,Word Mover's Distance,Doc2Vec Embeddings
521,62016CJ0429,62014CJ0117,WMD_256_e30,False,social policy,62016CJ042962014CJ0117,Semantic,Word Mover's Distance,Doc2Vec Embeddings
522,62016CJ0429,62012CJ0361,WMD_256_e30,False,social policy,62016CJ042962012CJ0361,Semantic,Word Mover's Distance,Doc2Vec Embeddings
523,62016CJ0429,62013CJ0647,WMD_256_e30,False,social policy,62016CJ042962013CJ0647,Semantic,Word Mover's Distance,Doc2Vec Embeddings
524,62016CJ0429,62017CJ0057,WMD_256_e30,False,social policy,62016CJ042962017CJ0057,Semantic,Word Mover's Distance,Doc2Vec Embeddings
525,62016CJ0429,62016CJ0149,Law2Vec-200-WMD,False,social policy,62016CJ042962016CJ0149,Semantic,Word Mover's Distance,Law2Vec Embeddings
526,62016CJ0429,62013CJ0647,Law2Vec-200-WMD,False,social policy,62016CJ042962013CJ0647,Semantic,Word Mover's Distance,Law2Vec Embeddings
527,62016CJ0429,62014CJ0117,Law2Vec-200-WMD,False,social policy,62016CJ042962014CJ0117,Semantic,Word Mover's Distance,Law2Vec Embeddings
528,62016CJ0429,62014CJ0065,Law2Vec-200-WMD,False,social policy,62016CJ042962014CJ0065,Semantic,Word Mover's Distance,Law2Vec Embeddings
529,62016CJ0429,61994CJ0278,Law2Vec-200-WMD,False,social policy,62016CJ042961994CJ0278,Semantic,Word Mover's Distance,Law2Vec Embeddings
530,62016CJ0429,62016CJ0403,GoogleNews_300,False,social policy,62016CJ042962016CJ0403,Semantic,Cosine Similarity,GoogleNews Embeddings
531,62016CJ0429,62009CJ0410,GoogleNews_300,False,social policy,62016CJ042962009CJ0410,Semantic,Cosine Similarity,GoogleNews Embeddings
532,62016CJ0429,62015CJ0119,GoogleNews_300,False,social policy,62016CJ042962015CJ0119,Semantic,Cosine Similarity,GoogleNews Embeddings
533,62016CJ0429,62016CJ0149,GoogleNews_300,False,social policy,62016CJ042962016CJ0149,Semantic,Cosine Similarity,GoogleNews Embeddings
534,62016CJ0429,62014CJ0277,GoogleNews_300,False,social policy,62016CJ042962014CJ0277,Semantic,Cosine Similarity,GoogleNews Embeddings
535,62016CJ0429,62016CJ0149,GoogleNews-300-WMD,False,social policy,62016CJ042962016CJ0149,Semantic,Word Mover's Distance,GoogleNews Embeddings
536,62016CJ0429,62001CJ0201,GoogleNews-300-WMD,False,social policy,62016CJ042962001CJ0201,Semantic,Word Mover's Distance,GoogleNews Embeddings
537,62016CJ0429,62005CO0177,GoogleNews-300-WMD,False,social policy,62016CJ042962005CO0177,Semantic,Word Mover's Distance,GoogleNews Embeddings
538,62016CJ0429,61994CJ0278,GoogleNews-300-WMD,False,social policy,62016CJ042961994CJ0278,Semantic,Word Mover's Distance,GoogleNews Embeddings
539,62016CJ0429,62013CJ0647,GoogleNews-300-WMD,False,social policy,62016CJ042962013CJ0647,Semantic,Word Mover's Distance,GoogleNews Embeddings
540,62016CJ0384,62016CJ0244,tfidf-quintgram-nostem,False,public health,62016CJ038462016CJ0244,Syntactic,Index,TF-IDF Quintgrams
541,62016CJ0384,62017CJ0145,tfidf-quintgram-nostem,True,public health,62016CJ038462017CJ0145,Syntactic,Index,TF-IDF Quintgrams
542,62016CJ0384,62013CJ0456,tfidf-quintgram-nostem,False,public health,62016CJ038462013CJ0456,Syntactic,Index,TF-IDF Quintgrams
543,62016CJ0384,62012CJ0274,tfidf-quintgram-nostem,False,public health,62016CJ038462012CJ0274,Syntactic,Index,TF-IDF Quintgrams
544,62016CJ0384,62014CJ0553,tfidf-quintgram-nostem,False,public health,62016CJ038462014CJ0553,Syntactic,Index,TF-IDF Quintgrams
545,62016CJ0384,62016CJ0244,tfidf-nostem,False,public health,62016CJ038462016CJ0244,Syntactic,Index,TF-IDF
546,62016CJ0384,62017CJ0145,tfidf-nostem,True,public health,62016CJ038462017CJ0145,Syntactic,Index,TF-IDF
547,62016CJ0384,62016CJ0122,tfidf-nostem,False,public health,62016CJ038462016CJ0122,Syntactic,Index,TF-IDF
548,62016CJ0384,62012CO0248,tfidf-nostem,False,public health,62016CJ038462012CO0248,Syntactic,Index,TF-IDF
549,62016CJ0384,62014CJ0566,tfidf-nostem,False,public health,62016CJ038462014CJ0566,Syntactic,Index,TF-IDF
550,62016CJ0384,62016CJ0244,law2vec_200,False,public health,62016CJ038462016CJ0244,Semantic,Cosine Similarity,Law2Vec Embeddings
551,62016CJ0384,62014CJ0033,law2vec_200,False,public health,62016CJ038462014CJ0033,Semantic,Cosine Similarity,Law2Vec Embeddings
552,62016CJ0384,62017CJ0145,law2vec_200,True,public health,62016CJ038462017CJ0145,Semantic,Cosine Similarity,Law2Vec Embeddings
553,62016CJ0384,62013CJ0456,law2vec_200,False,public health,62016CJ038462013CJ0456,Semantic,Cosine Similarity,Law2Vec Embeddings
554,62016CJ0384,62016CO0666,law2vec_200,False,public health,62016CJ038462016CO0666,Semantic,Cosine Similarity,Law2Vec Embeddings
555,62016CJ0384,62016CJ0244,jaccard,False,public health,62016CJ038462016CJ0244,Syntactic,Index,Jaccard Distance
556,62016CJ0384,62017CJ0145,jaccard,True,public health,62016CJ038462017CJ0145,Syntactic,Index,Jaccard Distance
557,62016CJ0384,62013CJ0456,jaccard,False,public health,62016CJ038462013CJ0456,Syntactic,Index,Jaccard Distance
558,62016CJ0384,62012CJ0274,jaccard,False,public health,62016CJ038462012CJ0274,Syntactic,Index,Jaccard Distance
559,62016CJ0384,62011CJ0583,jaccard,True,public health,62016CJ038462011CJ0583,Syntactic,Index,Jaccard Distance
560,62016CJ0384,62016CJ0256,doc2vec_256_e30,False,public health,62016CJ038462016CJ0256,Semantic,Cosine Similarity,Doc2Vec Embeddings
561,62016CJ0384,62015CO0035,doc2vec_256_e30,False,public health,62016CJ038462015CO0035,Semantic,Cosine Similarity,Doc2Vec Embeddings
562,62016CJ0384,62013CJ0317,doc2vec_256_e30,False,public health,62016CJ038462013CJ0317,Semantic,Cosine Similarity,Doc2Vec Embeddings
563,62016CJ0384,62010CJ0038,doc2vec_256_e30,False,public health,62016CJ038462010CJ0038,Semantic,Cosine Similarity,Doc2Vec Embeddings
564,62016CJ0384,62016CJ0437,doc2vec_256_e30,False,public health,62016CJ038462016CJ0437,Semantic,Cosine Similarity,Doc2Vec Embeddings
565,62016CJ0384,62016CJ0244,WMD_256_e30,False,public health,62016CJ038462016CJ0244,Semantic,Word Mover's Distance,Doc2Vec Embeddings
566,62016CJ0384,62016CJ0122,WMD_256_e30,False,public health,62016CJ038462016CJ0122,Semantic,Word Mover's Distance,Doc2Vec Embeddings
567,62016CJ0384,62013CJ0398,WMD_256_e30,False,public health,62016CJ038462013CJ0398,Semantic,Word Mover's Distance,Doc2Vec Embeddings
568,62016CJ0384,62009CJ0335,WMD_256_e30,False,public health,62016CJ038462009CJ0335,Semantic,Word Mover's Distance,Doc2Vec Embeddings
569,62016CJ0384,62015CJ0224,WMD_256_e30,False,public health,62016CJ038462015CJ0224,Semantic,Word Mover's Distance,Doc2Vec Embeddings
570,62016CJ0384,62016CJ0244,Law2Vec-200-WMD,False,public health,62016CJ038462016CJ0244,Semantic,Word Mover's Distance,Law2Vec Embeddings
571,62016CJ0384,62016CJ0122,Law2Vec-200-WMD,False,public health,62016CJ038462016CJ0122,Semantic,Word Mover's Distance,Law2Vec Embeddings
572,62016CJ0384,62016CO0170,Law2Vec-200-WMD,False,public health,62016CJ038462016CO0170,Semantic,Word Mover's Distance,Law2Vec Embeddings
573,62016CJ0384,62017CJ0390,Law2Vec-200-WMD,False,public health,62016CJ038462017CJ0390,Semantic,Word Mover's Distance,Law2Vec Embeddings
574,62016CJ0384,62015CJ0615,Law2Vec-200-WMD,False,public health,62016CJ038462015CJ0615,Semantic,Word Mover's Distance,Law2Vec Embeddings
575,62016CJ0384,62016CJ0244,GoogleNews_300,False,public health,62016CJ038462016CJ0244,Semantic,Cosine Similarity,GoogleNews Embeddings
576,62016CJ0384,62013CJ0456,GoogleNews_300,False,public health,62016CJ038462013CJ0456,Semantic,Cosine Similarity,GoogleNews Embeddings
577,62016CJ0384,62017CJ0145,GoogleNews_300,True,public health,62016CJ038462017CJ0145,Semantic,Cosine Similarity,GoogleNews Embeddings
578,62016CJ0384,62014CJ0033,GoogleNews_300,False,public health,62016CJ038462014CJ0033,Semantic,Cosine Similarity,GoogleNews Embeddings
579,62016CJ0384,62015CJ0389,GoogleNews_300,False,public health,62016CJ038462015CJ0389,Semantic,Cosine Similarity,GoogleNews Embeddings
580,62016CJ0384,62016CJ0244,GoogleNews-300-WMD,False,public health,62016CJ038462016CJ0244,Semantic,Word Mover's Distance,GoogleNews Embeddings
581,62016CJ0384,62009CJ0335,GoogleNews-300-WMD,False,public health,62016CJ038462009CJ0335,Semantic,Word Mover's Distance,GoogleNews Embeddings
582,62016CJ0384,62016CJ0122,GoogleNews-300-WMD,False,public health,62016CJ038462016CJ0122,Semantic,Word Mover's Distance,GoogleNews Embeddings
583,62016CJ0384,62009CJ0369,GoogleNews-300-WMD,False,public health,62016CJ038462009CJ0369,Semantic,Word Mover's Distance,GoogleNews Embeddings
584,62016CJ0384,62013CJ0398,GoogleNews-300-WMD,False,public health,62016CJ038462013CJ0398,Semantic,Word Mover's Distance,GoogleNews Embeddings
585,62016CJ0210,62014CJ0230,tfidf-quintgram-nostem,False,data protection,62016CJ021062014CJ0230,Syntactic,Index,TF-IDF Quintgrams
586,62016CJ0210,62012CJ0131,tfidf-quintgram-nostem,False,data protection,62016CJ021062012CJ0131,Syntactic,Index,TF-IDF Quintgrams
587,62016CJ0210,62017CJ0040,tfidf-quintgram-nostem,False,data protection,62016CJ021062017CJ0040,Syntactic,Index,TF-IDF Quintgrams
588,62016CJ0210,62007CJ0518,tfidf-quintgram-nostem,False,data protection,62016CJ021062007CJ0518,Syntactic,Index,TF-IDF Quintgrams
589,62016CJ0210,62017CJ0025,tfidf-quintgram-nostem,False,data protection,62016CJ021062017CJ0025,Syntactic,Index,TF-IDF Quintgrams
590,62016CJ0210,62017CJ0040,tfidf-nostem,False,data protection,62016CJ021062017CJ0040,Syntactic,Index,TF-IDF
591,62016CJ0210,62014CJ0230,tfidf-nostem,False,data protection,62016CJ021062014CJ0230,Syntactic,Index,TF-IDF
592,62016CJ0210,62010CJ0468,tfidf-nostem,False,data protection,62016CJ021062010CJ0468,Syntactic,Index,TF-IDF
593,62016CJ0210,62007CJ0518,tfidf-nostem,False,data protection,62016CJ021062007CJ0518,Syntactic,Index,TF-IDF
594,62016CJ0210,62014CJ0201,tfidf-nostem,False,data protection,62016CJ021062014CJ0201,Syntactic,Index,TF-IDF
595,62016CJ0210,62013CJ0424,law2vec_200,False,data protection,62016CJ021062013CJ0424,Semantic,Cosine Similarity,Law2Vec Embeddings
596,62016CJ0210,62014CJ0582,law2vec_200,False,data protection,62016CJ021062014CJ0582,Semantic,Cosine Similarity,Law2Vec Embeddings
597,62016CJ0210,62015CJ0673,law2vec_200,False,data protection,62016CJ021062015CJ0673,Semantic,Cosine Similarity,Law2Vec Embeddings
598,62016CJ0210,62017CJ0388,law2vec_200,False,data protection,62016CJ021062017CJ0388,Semantic,Cosine Similarity,Law2Vec Embeddings
599,62016CJ0210,62017CJ0413,law2vec_200,False,data protection,62016CJ021062017CJ0413,Semantic,Cosine Similarity,Law2Vec Embeddings
600,62016CJ0210,62017CJ0040,jaccard,False,data protection,62016CJ021062017CJ0040,Syntactic,Index,Jaccard Distance
601,62016CJ0210,62012CJ0131,jaccard,False,data protection,62016CJ021062012CJ0131,Syntactic,Index,Jaccard Distance
602,62016CJ0210,62017CJ0025,jaccard,False,data protection,62016CJ021062017CJ0025,Syntactic,Index,Jaccard Distance
603,62016CJ0210,62014CJ0230,jaccard,False,data protection,62016CJ021062014CJ0230,Syntactic,Index,Jaccard Distance
604,62016CJ0210,62016CJ0073,jaccard,False,data protection,62016CJ021062016CJ0073,Syntactic,Index,Jaccard Distance
605,62016CJ0210,62014CJ0230,doc2vec_256_e30,False,data protection,62016CJ021062014CJ0230,Semantic,Cosine Similarity,Doc2Vec Embeddings
606,62016CJ0210,62014CJ0554,doc2vec_256_e30,False,data protection,62016CJ021062014CJ0554,Semantic,Cosine Similarity,Doc2Vec Embeddings
607,62016CJ0210,62010CJ0461,doc2vec_256_e30,False,data protection,62016CJ021062010CJ0461,Semantic,Cosine Similarity,Doc2Vec Embeddings
608,62016CJ0210,62013CJ0202,doc2vec_256_e30,False,data protection,62016CJ021062013CJ0202,Semantic,Cosine Similarity,Doc2Vec Embeddings
609,62016CJ0210,62011CJ0553,doc2vec_256_e30,False,data protection,62016CJ021062011CJ0553,Semantic,Cosine Similarity,Doc2Vec Embeddings
610,62016CJ0210,62014CJ0230,WMD_256_e30,False,data protection,62016CJ021062014CJ0230,Semantic,Word Mover's Distance,Doc2Vec Embeddings
611,62016CJ0210,62012CJ0131,WMD_256_e30,False,data protection,62016CJ021062012CJ0131,Semantic,Word Mover's Distance,Doc2Vec Embeddings
612,62016CJ0210,61999CJ0309,WMD_256_e30,False,data protection,62016CJ021061999CJ0309,Semantic,Word Mover's Distance,Doc2Vec Embeddings
613,62016CJ0210,62017CJ0441,WMD_256_e30,False,data protection,62016CJ021062017CJ0441,Semantic,Word Mover's Distance,Doc2Vec Embeddings
614,62016CJ0210,62011CJ0258,WMD_256_e30,False,data protection,62016CJ021062011CJ0258,Semantic,Word Mover's Distance,Doc2Vec Embeddings
615,62016CJ0210,62016CJ0267,Law2Vec-200-WMD,False,data protection,62016CJ021062016CJ0267,Semantic,Word Mover's Distance,Law2Vec Embeddings
616,62016CJ0210,62017CJ0040,Law2Vec-200-WMD,False,data protection,62016CJ021062017CJ0040,Semantic,Word Mover's Distance,Law2Vec Embeddings
617,62016CJ0210,62005CJ0444,Law2Vec-200-WMD,False,data protection,62016CJ021062005CJ0444,Semantic,Word Mover's Distance,Law2Vec Embeddings
618,62016CJ0210,62017CJ0025,Law2Vec-200-WMD,False,data protection,62016CJ021062017CJ0025,Semantic,Word Mover's Distance,Law2Vec Embeddings
619,62016CJ0210,62003CJ0136,Law2Vec-200-WMD,False,data protection,62016CJ021062003CJ0136,Semantic,Word Mover's Distance,Law2Vec Embeddings
620,62016CJ0210,62012CJ0561,GoogleNews_300,False,data protection,62016CJ021062012CJ0561,Semantic,Cosine Similarity,GoogleNews Embeddings
621,62016CJ0210,62010CJ0461,GoogleNews_300,False,data protection,62016CJ021062010CJ0461,Semantic,Cosine Similarity,GoogleNews Embeddings
622,62016CJ0210,62013CJ0424,GoogleNews_300,False,data protection,62016CJ021062013CJ0424,Semantic,Cosine Similarity,GoogleNews Embeddings
623,62016CJ0210,62012CJ0167,GoogleNews_300,False,data protection,62016CJ021062012CJ0167,Semantic,Cosine Similarity,GoogleNews Embeddings
624,62016CJ0210,62017CJ0582,GoogleNews_300,False,data protection,62016CJ021062017CJ0582,Semantic,Cosine Similarity,GoogleNews Embeddings
625,62016CJ0210,61992CJ0401,GoogleNews-300-WMD,False,data protection,62016CJ021061992CJ0401,Semantic,Word Mover's Distance,GoogleNews Embeddings
626,62016CJ0210,61999CJ0309,GoogleNews-300-WMD,False,data protection,62016CJ021061999CJ0309,Semantic,Word Mover's Distance,GoogleNews Embeddings
627,62016CJ0210,62004CJ0428,GoogleNews-300-WMD,False,data protection,62016CJ021062004CJ0428,Semantic,Word Mover's Distance,GoogleNews Embeddings
628,62016CJ0210,62013CJ0083,GoogleNews-300-WMD,False,data protection,62016CJ021062013CJ0083,Semantic,Word Mover's Distance,GoogleNews Embeddings
